apartado,modelo,R2,RMSE,MAE
test,lineal_gradient_descent,0.6658711651876545,2.433812464391422,1.4759110489926086
cv_train,lineal_gradient_descent,0.5919442409014768,2.7389037529330578,1.6438906622302127
