metric,mean,std,modelo
R2,0.5672297677428781,0.05260463692133451,least_squares
RMSE,2.8173562087384916,0.08933447114046758,least_squares
MAE,1.7074330444052361,0.025359316817498548,least_squares
R2,0.5919442409014768,0.03753128401332465,gradient_descent
RMSE,2.7389037529330578,0.07747765472880166,gradient_descent
MAE,1.6438906622302127,0.029741735890126176,gradient_descent
